image_path,label,training_allocation
imagenet_20_class_resized/n01443537/00652_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01582220/08617_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01530575/04764_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01560419/07920_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01534433/06280_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01496331/02531_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01560419/07983_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01496331/02331_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01534433/06516_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01443537/00440_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01537544/06712_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01443537/00876_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01530575/04953_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01558993/07159_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01558993/07467_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01491361/01796_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01560419/07689_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01496331/02441_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01443537/00784_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01443537/00669_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01518878/04153_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01560419/07884_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01518878/04437_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01558993/07155_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01534433/06208_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01560419/07993_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01532829/05724_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01582220/08690_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01582220/09047_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01514668/03613_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01514668/03653_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01440764/00212_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01531178/05199_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01531178/05313_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01514859/03920_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01532829/05886_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01580077/08376_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01580077/08277_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01440764/00397_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01534433/06191_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01531178/05376_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01582220/08946_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01498041/03056_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01518878/04535_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01440764/00102_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01534433/06312_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01532829/05562_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01443537/00783_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01530575/04660_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01484850/01383_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01440764/00261_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01440764/00094_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01532829/05583_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01558993/07144_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01531178/05031_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01440764/00401_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01582220/08837_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01518878/04475_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01443537/00710_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01491361/01808_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01440764/00366_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01496331/02342_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01484850/01038_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01440764/00024_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01494475/02271_n01494475.JPEG,n01494475,train
imagenet_20_class_resized/n01582220/08961_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01558993/07175_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01532829/05702_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01534433/06238_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01530575/04745_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01592084/09452_n01592084.JPEG,n01592084,train
imagenet_20_class_resized/n01530575/04777_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01518878/04122_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01491361/01586_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01440764/00344_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01534433/06132_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01491361/01721_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01580077/08171_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01582220/08716_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01491361/01712_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01531178/05297_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01558993/07318_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01537544/06583_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01440764/00382_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01580077/08172_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01534433/06088_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01534433/06114_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01484850/01296_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01496331/02530_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01518878/04182_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01514859/03820_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01514668/03375_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01443537/00753_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01537544/06647_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01537544/06869_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01592084/09500_n01592084.JPEG,n01592084,train
imagenet_20_class_resized/n01514668/03615_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01530575/04947_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01558993/07177_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01518878/04166_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01440764/00239_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01534433/06040_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01518878/04378_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01514859/03930_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01582220/08764_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01498041/03080_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01558993/07444_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01531178/05395_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01514859/03726_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01440764/00332_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01534433/06510_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01514668/03436_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01582220/08914_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01514668/03628_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01592084/09552_n01592084.JPEG,n01592084,train
imagenet_20_class_resized/n01514668/03590_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01514859/03795_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01443537/00650_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01440764/00021_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01496331/02699_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01491361/01576_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01534433/06457_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01440764/00127_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01518878/04559_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01582220/08986_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01514668/03365_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01518878/04204_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01496331/02569_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01537544/06842_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01440764/00413_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01484850/01234_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01498041/02957_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01496331/02633_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01518878/04259_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01580077/08390_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01514859/04016_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01534433/06258_n01534433.JPEG,n01534433,train
imagenet_20_class_resized/n01580077/08298_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01484850/01233_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01496331/02417_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01580077/08417_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01491361/01795_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01514859/03907_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01518878/04211_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01530575/04695_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01443537/00804_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01532829/05808_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01514859/04077_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01514859/03732_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01560419/07767_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01531178/04979_n01531178.JPEG,n01531178,train
imagenet_20_class_resized/n01560419/07919_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01440764/00208_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01530575/04727_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01537544/06664_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01443537/00760_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01592084/09428_n01592084.JPEG,n01592084,train
imagenet_20_class_resized/n01537544/06874_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01498041/02871_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01560419/07902_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01440764/00266_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01532829/05530_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01498041/02985_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01496331/02712_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01440764/00048_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01491361/01694_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01582220/08556_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01580077/08462_n01580077.JPEG,n01580077,train
imagenet_20_class_resized/n01560419/07799_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01514859/03788_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01560419/07644_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01582220/08636_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01498041/02975_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01532829/05624_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01498041/02943_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01518878/04260_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01496331/02368_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01560419/07613_n01560419.JPEG,n01560419,train
imagenet_20_class_resized/n01558993/07412_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01491361/01793_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01518878/04193_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01558993/07311_n01558993.JPEG,n01558993,train
imagenet_20_class_resized/n01494475/02027_n01494475.JPEG,n01494475,train
imagenet_20_class_resized/n01491361/01814_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01530575/04571_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01440764/00108_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01532829/05599_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01484850/01302_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01491361/01521_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01494475/02209_n01494475.JPEG,n01494475,train
imagenet_20_class_resized/n01491361/01660_n01491361.JPEG,n01491361,train
imagenet_20_class_resized/n01518878/04172_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01496331/02437_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01582220/08681_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01443537/00672_n01443537.JPEG,n01443537,train
imagenet_20_class_resized/n01582220/08583_n01582220.JPEG,n01582220,train
imagenet_20_class_resized/n01530575/04829_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01518878/04269_n01518878.JPEG,n01518878,train
imagenet_20_class_resized/n01514859/03835_n01514859.JPEG,n01514859,train
imagenet_20_class_resized/n01537544/06996_n01537544.JPEG,n01537544,train
imagenet_20_class_resized/n01496331/02412_n01496331.JPEG,n01496331,train
imagenet_20_class_resized/n01440764/00313_n01440764.JPEG,n01440764,train
imagenet_20_class_resized/n01530575/04732_n01530575.JPEG,n01530575,train
imagenet_20_class_resized/n01532829/05557_n01532829.JPEG,n01532829,train
imagenet_20_class_resized/n01514668/03542_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01514668/03238_n01514668.JPEG,n01514668,train
imagenet_20_class_resized/n01484850/01240_n01484850.JPEG,n01484850,train
imagenet_20_class_resized/n01498041/03151_n01498041.JPEG,n01498041,train
imagenet_20_class_resized/n01537544/06727_n01537544.JPEG,n01537544,train
