image_path,label,training_allocation
congested_non-congested/non-congested/01118_non-congested.jpg,non-congested,train
congested_non-congested/congested/00386_congested.jpg,congested,train
congested_non-congested/congested/00774_congested.jpg,congested,train
congested_non-congested/congested/00129_congested.jpg,congested,train
congested_non-congested/non-congested/01431_non-congested.jpg,non-congested,train
congested_non-congested/congested/00884_congested.jpg,congested,train
congested_non-congested/non-congested/01911_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01773_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01302_non-congested.jpg,non-congested,train
congested_non-congested/congested/00222_congested.jpg,congested,train
congested_non-congested/congested/00191_congested.jpg,congested,train
congested_non-congested/non-congested/01308_non-congested.jpg,non-congested,train
congested_non-congested/congested/00712_congested.jpg,congested,train
congested_non-congested/congested/00159_congested.jpg,congested,train
congested_non-congested/non-congested/01182_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01213_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00930_non-congested.jpg,non-congested,train
congested_non-congested/congested/00608_congested.jpg,congested,train
congested_non-congested/non-congested/01613_non-congested.jpg,non-congested,train
congested_non-congested/congested/00659_congested.jpg,congested,train
congested_non-congested/non-congested/01444_non-congested.jpg,non-congested,train
congested_non-congested/congested/00822_congested.jpg,congested,train
congested_non-congested/congested/00364_congested.jpg,congested,train
congested_non-congested/congested/00867_congested.jpg,congested,train
congested_non-congested/non-congested/01157_non-congested.jpg,non-congested,train
congested_non-congested/congested/00576_congested.jpg,congested,train
congested_non-congested/congested/00303_congested.jpg,congested,train
congested_non-congested/congested/00794_congested.jpg,congested,train
congested_non-congested/congested/00329_congested.jpg,congested,train
congested_non-congested/congested/00899_congested.jpg,congested,train
congested_non-congested/non-congested/01325_non-congested.jpg,non-congested,train
congested_non-congested/congested/00017_congested.jpg,congested,train
congested_non-congested/congested/00288_congested.jpg,congested,train
congested_non-congested/congested/00805_congested.jpg,congested,train
congested_non-congested/congested/00707_congested.jpg,congested,train
congested_non-congested/non-congested/01929_non-congested.jpg,non-congested,train
congested_non-congested/congested/00081_congested.jpg,congested,train
congested_non-congested/non-congested/01058_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01948_non-congested.jpg,non-congested,train
congested_non-congested/congested/00075_congested.jpg,congested,train
congested_non-congested/non-congested/01411_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00917_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01932_non-congested.jpg,non-congested,train
congested_non-congested/congested/00133_congested.jpg,congested,train
congested_non-congested/congested/00592_congested.jpg,congested,train
congested_non-congested/non-congested/01102_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01378_non-congested.jpg,non-congested,train
congested_non-congested/congested/00750_congested.jpg,congested,train
congested_non-congested/non-congested/01525_non-congested.jpg,non-congested,train
congested_non-congested/congested/00897_congested.jpg,congested,train
congested_non-congested/congested/00671_congested.jpg,congested,train
congested_non-congested/non-congested/01141_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01184_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01974_non-congested.jpg,non-congested,train
congested_non-congested/congested/00548_congested.jpg,congested,train
congested_non-congested/non-congested/01188_non-congested.jpg,non-congested,train
congested_non-congested/congested/00001_congested.jpg,congested,train
congested_non-congested/non-congested/01590_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01551_non-congested.jpg,non-congested,train
congested_non-congested/congested/00789_congested.jpg,congested,train
congested_non-congested/non-congested/01333_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01961_non-congested.jpg,non-congested,train
congested_non-congested/congested/00630_congested.jpg,congested,train
congested_non-congested/non-congested/01299_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00960_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01356_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01294_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01814_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01227_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01454_non-congested.jpg,non-congested,train
congested_non-congested/congested/00730_congested.jpg,congested,train
congested_non-congested/non-congested/01563_non-congested.jpg,non-congested,train
congested_non-congested/congested/00041_congested.jpg,congested,train
congested_non-congested/congested/00333_congested.jpg,congested,train
congested_non-congested/non-congested/01388_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01030_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01778_non-congested.jpg,non-congested,train
congested_non-congested/congested/00830_congested.jpg,congested,train
congested_non-congested/non-congested/01937_non-congested.jpg,non-congested,train
congested_non-congested/congested/00323_congested.jpg,congested,train
congested_non-congested/non-congested/01772_non-congested.jpg,non-congested,train
congested_non-congested/congested/00445_congested.jpg,congested,train
congested_non-congested/non-congested/01958_non-congested.jpg,non-congested,train
congested_non-congested/congested/00151_congested.jpg,congested,train
congested_non-congested/non-congested/01466_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01472_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01885_non-congested.jpg,non-congested,train
congested_non-congested/congested/00182_congested.jpg,congested,train
congested_non-congested/congested/00141_congested.jpg,congested,train
congested_non-congested/non-congested/01222_non-congested.jpg,non-congested,train
congested_non-congested/congested/00611_congested.jpg,congested,train
congested_non-congested/non-congested/01979_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01789_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01283_non-congested.jpg,non-congested,train
congested_non-congested/congested/00258_congested.jpg,congested,train
congested_non-congested/non-congested/01549_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01238_non-congested.jpg,non-congested,train
congested_non-congested/congested/00564_congested.jpg,congested,train
congested_non-congested/congested/00481_congested.jpg,congested,train
congested_non-congested/congested/00661_congested.jpg,congested,train
congested_non-congested/congested/00365_congested.jpg,congested,train
congested_non-congested/congested/00498_congested.jpg,congested,train
congested_non-congested/non-congested/01248_non-congested.jpg,non-congested,train
congested_non-congested/congested/00727_congested.jpg,congested,train
congested_non-congested/non-congested/01711_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01875_non-congested.jpg,non-congested,train
congested_non-congested/congested/00665_congested.jpg,congested,train
congested_non-congested/non-congested/01163_non-congested.jpg,non-congested,train
congested_non-congested/congested/00739_congested.jpg,congested,train
congested_non-congested/congested/00528_congested.jpg,congested,train
congested_non-congested/congested/00064_congested.jpg,congested,train
congested_non-congested/congested/00668_congested.jpg,congested,train
congested_non-congested/non-congested/01579_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01242_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01361_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01894_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00945_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00954_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01780_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01291_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01912_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01599_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01900_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01379_non-congested.jpg,non-congested,train
congested_non-congested/congested/00660_congested.jpg,congested,train
congested_non-congested/non-congested/01362_non-congested.jpg,non-congested,train
congested_non-congested/congested/00654_congested.jpg,congested,train
congested_non-congested/non-congested/01897_non-congested.jpg,non-congested,train
congested_non-congested/congested/00485_congested.jpg,congested,train
congested_non-congested/congested/00837_congested.jpg,congested,train
congested_non-congested/non-congested/01709_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01440_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01710_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01198_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00912_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01418_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01758_non-congested.jpg,non-congested,train
congested_non-congested/congested/00523_congested.jpg,congested,train
congested_non-congested/non-congested/01267_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01847_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00985_non-congested.jpg,non-congested,train
congested_non-congested/congested/00753_congested.jpg,congested,train
congested_non-congested/congested/00156_congested.jpg,congested,train
congested_non-congested/non-congested/01352_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00967_non-congested.jpg,non-congested,train
congested_non-congested/congested/00243_congested.jpg,congested,train
congested_non-congested/non-congested/01636_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00951_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01171_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01116_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01836_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01904_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01295_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01132_non-congested.jpg,non-congested,train
congested_non-congested/congested/00310_congested.jpg,congested,train
congested_non-congested/congested/00015_congested.jpg,congested,train
congested_non-congested/congested/00647_congested.jpg,congested,train
congested_non-congested/non-congested/01795_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00999_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01193_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01905_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01893_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01065_non-congested.jpg,non-congested,train
congested_non-congested/congested/00052_congested.jpg,congested,train
congested_non-congested/congested/00255_congested.jpg,congested,train
congested_non-congested/congested/00556_congested.jpg,congested,train
congested_non-congested/congested/00282_congested.jpg,congested,train
congested_non-congested/congested/00478_congested.jpg,congested,train
congested_non-congested/non-congested/00979_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01111_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01986_non-congested.jpg,non-congested,train
congested_non-congested/congested/00791_congested.jpg,congested,train
congested_non-congested/non-congested/01732_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00919_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01895_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01671_non-congested.jpg,non-congested,train
congested_non-congested/congested/00056_congested.jpg,congested,train
congested_non-congested/congested/00391_congested.jpg,congested,train
congested_non-congested/non-congested/01219_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01275_non-congested.jpg,non-congested,train
congested_non-congested/congested/00781_congested.jpg,congested,train
congested_non-congested/non-congested/01398_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00987_non-congested.jpg,non-congested,train
congested_non-congested/congested/00028_congested.jpg,congested,train
congested_non-congested/non-congested/00946_non-congested.jpg,non-congested,train
congested_non-congested/congested/00149_congested.jpg,congested,train
congested_non-congested/non-congested/01067_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01479_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01806_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01655_non-congested.jpg,non-congested,train
congested_non-congested/congested/00555_congested.jpg,congested,train
congested_non-congested/non-congested/01884_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01570_non-congested.jpg,non-congested,train
congested_non-congested/congested/00305_congested.jpg,congested,train
congested_non-congested/congested/00881_congested.jpg,congested,train
congested_non-congested/congested/00127_congested.jpg,congested,train
congested_non-congested/non-congested/01186_non-congested.jpg,non-congested,train
congested_non-congested/congested/00518_congested.jpg,congested,train
congested_non-congested/congested/00128_congested.jpg,congested,train
congested_non-congested/congested/00434_congested.jpg,congested,train
congested_non-congested/non-congested/01972_non-congested.jpg,non-congested,train
congested_non-congested/congested/00013_congested.jpg,congested,train
congested_non-congested/non-congested/01657_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01086_non-congested.jpg,non-congested,train
congested_non-congested/congested/00030_congested.jpg,congested,train
congested_non-congested/congested/00031_congested.jpg,congested,train
congested_non-congested/congested/00579_congested.jpg,congested,train
congested_non-congested/non-congested/00953_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01702_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01363_non-congested.jpg,non-congested,train
congested_non-congested/congested/00569_congested.jpg,congested,train
congested_non-congested/congested/00177_congested.jpg,congested,train
congested_non-congested/non-congested/01007_non-congested.jpg,non-congested,train
congested_non-congested/congested/00898_congested.jpg,congested,train
congested_non-congested/congested/00408_congested.jpg,congested,train
congested_non-congested/non-congested/01456_non-congested.jpg,non-congested,train
congested_non-congested/congested/00878_congested.jpg,congested,train
congested_non-congested/congested/00497_congested.jpg,congested,train
congested_non-congested/congested/00684_congested.jpg,congested,train
congested_non-congested/non-congested/01670_non-congested.jpg,non-congested,train
congested_non-congested/congested/00401_congested.jpg,congested,train
congested_non-congested/non-congested/01528_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01586_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01375_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01076_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01954_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01408_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01808_non-congested.jpg,non-congested,train
congested_non-congested/congested/00195_congested.jpg,congested,train
congested_non-congested/congested/00902_congested.jpg,congested,train
congested_non-congested/congested/00509_congested.jpg,congested,train
congested_non-congested/non-congested/00934_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00983_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01526_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01127_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01280_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01047_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00969_non-congested.jpg,non-congested,train
congested_non-congested/congested/00026_congested.jpg,congested,train
congested_non-congested/congested/00758_congested.jpg,congested,train
congested_non-congested/non-congested/01936_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01012_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01473_non-congested.jpg,non-congested,train
congested_non-congested/congested/00828_congested.jpg,congested,train
congested_non-congested/congested/00862_congested.jpg,congested,train
congested_non-congested/non-congested/01133_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00916_non-congested.jpg,non-congested,train
congested_non-congested/congested/00055_congested.jpg,congested,train
congested_non-congested/congested/00199_congested.jpg,congested,train
congested_non-congested/congested/00524_congested.jpg,congested,train
congested_non-congested/congested/00693_congested.jpg,congested,train
congested_non-congested/congested/00413_congested.jpg,congested,train
congested_non-congested/congested/00472_congested.jpg,congested,train
congested_non-congested/non-congested/01653_non-congested.jpg,non-congested,train
congested_non-congested/congested/00280_congested.jpg,congested,train
congested_non-congested/congested/00100_congested.jpg,congested,train
congested_non-congested/non-congested/01085_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01928_non-congested.jpg,non-congested,train
congested_non-congested/congested/00644_congested.jpg,congested,train
congested_non-congested/congested/00038_congested.jpg,congested,train
congested_non-congested/non-congested/01816_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01359_non-congested.jpg,non-congested,train
congested_non-congested/congested/00639_congested.jpg,congested,train
congested_non-congested/non-congested/01458_non-congested.jpg,non-congested,train
congested_non-congested/congested/00560_congested.jpg,congested,train
congested_non-congested/congested/00385_congested.jpg,congested,train
congested_non-congested/congested/00155_congested.jpg,congested,train
congested_non-congested/non-congested/01202_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01010_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01415_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01017_non-congested.jpg,non-congested,train
congested_non-congested/congested/00572_congested.jpg,congested,train
congested_non-congested/congested/00162_congested.jpg,congested,train
congested_non-congested/congested/00632_congested.jpg,congested,train
congested_non-congested/non-congested/01124_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01043_non-congested.jpg,non-congested,train
congested_non-congested/congested/00456_congested.jpg,congested,train
congested_non-congested/congested/00615_congested.jpg,congested,train
congested_non-congested/congested/00188_congested.jpg,congested,train
congested_non-congested/congested/00304_congested.jpg,congested,train
congested_non-congested/non-congested/00981_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01635_non-congested.jpg,non-congested,train
congested_non-congested/congested/00315_congested.jpg,congested,train
congested_non-congested/non-congested/01891_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01825_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01633_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01838_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01799_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01716_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01044_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01829_non-congested.jpg,non-congested,train
congested_non-congested/congested/00083_congested.jpg,congested,train
congested_non-congested/congested/00332_congested.jpg,congested,train
congested_non-congested/non-congested/01273_non-congested.jpg,non-congested,train
congested_non-congested/congested/00755_congested.jpg,congested,train
congested_non-congested/non-congested/01889_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01296_non-congested.jpg,non-congested,train
congested_non-congested/congested/00757_congested.jpg,congested,train
congested_non-congested/congested/00424_congested.jpg,congested,train
congested_non-congested/non-congested/01921_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01015_non-congested.jpg,non-congested,train
congested_non-congested/congested/00618_congested.jpg,congested,train
congested_non-congested/non-congested/01759_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01428_non-congested.jpg,non-congested,train
congested_non-congested/congested/00374_congested.jpg,congested,train
congested_non-congested/non-congested/01046_non-congested.jpg,non-congested,train
congested_non-congested/congested/00610_congested.jpg,congested,train
congested_non-congested/congested/00863_congested.jpg,congested,train
congested_non-congested/congested/00598_congested.jpg,congested,train
congested_non-congested/non-congested/01135_non-congested.jpg,non-congested,train
congested_non-congested/congested/00626_congested.jpg,congested,train
congested_non-congested/congested/00778_congested.jpg,congested,train
congested_non-congested/non-congested/01313_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01876_non-congested.jpg,non-congested,train
congested_non-congested/congested/00787_congested.jpg,congested,train
congested_non-congested/non-congested/01314_non-congested.jpg,non-congested,train
congested_non-congested/congested/00137_congested.jpg,congested,train
congested_non-congested/non-congested/01460_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01154_non-congested.jpg,non-congested,train
congested_non-congested/congested/00264_congested.jpg,congested,train
congested_non-congested/non-congested/01339_non-congested.jpg,non-congested,train
congested_non-congested/congested/00722_congested.jpg,congested,train
congested_non-congested/non-congested/01887_non-congested.jpg,non-congested,train
congested_non-congested/congested/00300_congested.jpg,congested,train
congested_non-congested/congested/00821_congested.jpg,congested,train
congested_non-congested/non-congested/01072_non-congested.jpg,non-congested,train
congested_non-congested/congested/00808_congested.jpg,congested,train
congested_non-congested/non-congested/01524_non-congested.jpg,non-congested,train
congested_non-congested/congested/00197_congested.jpg,congested,train
congested_non-congested/non-congested/01712_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01845_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01080_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01372_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01779_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01298_non-congested.jpg,non-congested,train
congested_non-congested/congested/00160_congested.jpg,congested,train
congested_non-congested/congested/00844_congested.jpg,congested,train
congested_non-congested/non-congested/01282_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01087_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01255_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01206_non-congested.jpg,non-congested,train
congested_non-congested/congested/00245_congested.jpg,congested,train
congested_non-congested/congested/00212_congested.jpg,congested,train
congested_non-congested/congested/00541_congested.jpg,congested,train
congested_non-congested/non-congested/01962_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01389_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01464_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01862_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01405_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01470_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01310_non-congested.jpg,non-congested,train
congested_non-congested/congested/00355_congested.jpg,congested,train
congested_non-congested/non-congested/01988_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01580_non-congested.jpg,non-congested,train
congested_non-congested/congested/00166_congested.jpg,congested,train
congested_non-congested/non-congested/01968_non-congested.jpg,non-congested,train
congested_non-congested/congested/00635_congested.jpg,congested,train
congested_non-congested/congested/00437_congested.jpg,congested,train
congested_non-congested/non-congested/01268_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/00965_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01843_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01850_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01965_non-congested.jpg,non-congested,train
congested_non-congested/congested/00827_congested.jpg,congested,train
congested_non-congested/non-congested/01125_non-congested.jpg,non-congested,train
congested_non-congested/congested/00470_congested.jpg,congested,train
congested_non-congested/non-congested/01036_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01550_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01455_non-congested.jpg,non-congested,train
congested_non-congested/congested/00832_congested.jpg,congested,train
congested_non-congested/non-congested/01301_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01639_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01995_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01225_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01767_non-congested.jpg,non-congested,train
congested_non-congested/congested/00154_congested.jpg,congested,train
congested_non-congested/non-congested/01312_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01833_non-congested.jpg,non-congested,train
congested_non-congested/congested/00353_congested.jpg,congested,train
congested_non-congested/congested/00742_congested.jpg,congested,train
congested_non-congested/congested/00581_congested.jpg,congested,train
congested_non-congested/non-congested/01240_non-congested.jpg,non-congested,train
congested_non-congested/congested/00526_congested.jpg,congested,train
congested_non-congested/congested/00054_congested.jpg,congested,train
congested_non-congested/non-congested/01234_non-congested.jpg,non-congested,train
congested_non-congested/congested/00362_congested.jpg,congested,train
congested_non-congested/non-congested/01134_non-congested.jpg,non-congested,train
congested_non-congested/congested/00142_congested.jpg,congested,train
congested_non-congested/congested/00235_congested.jpg,congested,train
congested_non-congested/non-congested/00982_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01091_non-congested.jpg,non-congested,train
congested_non-congested/congested/00680_congested.jpg,congested,train
congested_non-congested/congested/00005_congested.jpg,congested,train
congested_non-congested/congested/00311_congested.jpg,congested,train
congested_non-congested/congested/00252_congested.jpg,congested,train
congested_non-congested/non-congested/01572_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01413_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01393_non-congested.jpg,non-congested,train
congested_non-congested/congested/00060_congested.jpg,congested,train
congested_non-congested/congested/00740_congested.jpg,congested,train
congested_non-congested/congested/00232_congested.jpg,congested,train
congested_non-congested/non-congested/01311_non-congested.jpg,non-congested,train
congested_non-congested/non-congested/01095_non-congested.jpg,non-congested,train
